#dig start(27;26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,d,,d,,d,,d,,d,,d,,d,,d,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,d,,d,,d,,d,,d,,d,,d,,d,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,d,,d,,d,,d,,d,,d,,d,,d,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,d,,d,,d,,d,,d,,d,,d,,d,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,d,,,,,,d,,d,,,,,,d,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,d,,,,,,d,,d,,,,,,d,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,d,,,,,,d,,d,,,,,,d,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,d,,,,,,d,,d,,,,,,d,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,d,,,,,,d,,d,,,,,,d,,,,,,,,,,,,,,,,,,
,,,,,d,,d,,d,,d,,d,,d,d,d,,d,,d,d,d,d,d,,d,d,d,d,d,,d,,d,d,d,,d,,d,,d,,d,,d,,,,
,,,,,d,,d,,d,,d,,d,,d,d,d,d,d,,,,,,d,,d,,,,,,d,d,d,d,d,,d,,d,,d,,d,,d,,,,
,,,,,d,,d,,d,,d,,d,,d,d,d,,d,,d,d,d,d,d,,d,d,d,d,d,,d,,d,d,d,,d,,d,,d,,d,,d,,,,
,,,,,d,,d,,d,,d,,d,,,d,,,d,,,,,,d,,d,,,,,,d,,,d,,,d,,d,,d,,d,,d,,,,
,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
,,,,,d,,,,,,,,d,,,,,,,,,,,,d,,d,,,,,,,,,,,,d,,,,,,,,d,,,,
