#build start(20;20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,d,,,,,,,,,,d,,,,,,,,d,,,,,,,,,,d,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,d,,d,,,,,,,,,,,,,,,,d,,d,,,,,,,,,#
,d,,,,,,,,,,,,,,,,d,,d,,,,,,,,,,,,,,,,d,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,d,,,,,,,,d,,,,,,,,,,d,,,,,,,,d,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,d,,,,,,,,d,,,,,,,,,,d,,,,,,,,d,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,#
,,,,,,,,d,,d,,,,,,,,,,,,,,,,d,,d,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,d,,d,,,,,,,,,,,,,,,,,,d,,,,,,,,,#
,d,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,d,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,d,,,,,,,,d,,,,,,,,,,d,,,,,,,,d,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,d,,,,,,,,d,,,,,,,,,,d,,,,,,,,d,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,d,,,,,,,,,,,,,,,,d,,d,,,,,,,,,,,,,,,,d,,#
,,,,,,,,d,,d,,,,,,,,,,,,,,,,d,,d,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,d,,,,,,,,,,d,,,,,,,,d,,,,,,,,,,d,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
